RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(DRIVER_FIN_GRACO)","51"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUENCIA REGRESA A PASO 4$N=====================================================================================================================================================================================$NTRIGER PASO 4  REINICIA EL CICLO DE DISPENSADO DE MAQUINA GRACO$N======================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(BIT_0_PASO_27)","53"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUENCIA PAS 8$N=====================================================================================================================================================================================$N1- ACTIVA CILINDRO 5 (Primera posicion descarga)$N2- DESACTIVA TOPE 3 (cilindro del tope numero 3 dispensado)$N3- ACTIVA SENAL PARA TERMINAR SECC ROBOT$N=====================================================================================================================================================================================$N#####################################################################################################################################################################################","OTE(BIT_0_PASO_28)","58"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_AUTO[18],?,?)","63"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(DRIVER_SECC_REC_ROB)","64"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUENCIA PASO 9$N======================================================================================================================================================================================$N1- ACTIVA CILINDRO 6 (ALIMENTADOR DE PALLET A ELEVADOR)$N======================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_PASO_29)","66"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_AUTO[19],?,?)","72"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(DRIVER_ACT_CIL_6)","73"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUENCIA PASO 10$N======================================================================================================================================================================================$N1- DESACTIVA CILINDRO 6 (ALIMENTADOR DE PALLET A ELEVADOR)$N======================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_PASO_30)","74"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_AUTO[20],?,?)","80"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(DRIVER_DES_CIL_6)","81"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUNECIA PASO 11$N======================================================================================================================================================================================$N1- DESACTIVA CILINDRO 5(1RA POSICION DE DESCARGA)$N2- DESACTIVA CILINDRO 4 (CENTRADOR DE PALLET EN DISPENSADO).$N 3-  DESACTIVA CILINDRO  3 (TOPE DE PALLET EN DISPENSADO).$N====================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_PASO_31)","82"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_AUTO[21],?,?)","87"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(DRIVER_DES_CIL_4)","88"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N=====================================================================================================================================================================================$NSECUENCIA PASO 12$N=====================================================================================================================================================================================$N1- MUEVE EL PROGRAMA DEL PALLET 3 A ELEVADOR $N=====================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_PASO_32)","89"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_AUTO[22],?,?)","94"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","MOVE(MODELO_TOPE_3,MODELO_ELEV_ENT)","95"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUENCIA PASO 13$N=====================================================================================================================================================================================$N1- BORRA LA MEMORIA DEL TOPE 3$N2- ENCIENDE UN BIT DE PANEL ENTREGADO AL CONVEYOR$N======================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_PASO_33)","96"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_AUTO[23],?,?)","101"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTL(DRIVER_PALLET_EN_ELEVADOR)","102"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","######################################################################################################################################################################################$N======================================================================================================================================================================================$NSECUENCIA PASO 0$N======================================================================================================================================================================================$N1- TERMINA SECCUENCIA DE LLENADO DE BOMBA GRACO$N======================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_PASO_34)","103"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","===================================================================================================================================================================================$NBIT INDICANDO QUE LA SECUENCIA DE DISPENSADO ESTA CORRIENDO$N==================================================================================================================================================================================","OTE(SEC_DISPENSADO_ON)","108"
RCOMMENT,"MainProgram","R33_DISPENSADO_GRACO","====================================================================================================================================================================================$NPONE EN CERO LA SECUENCIA DE DISPENSADO SI SE RETIRA UN PALLET DEL CONVEYOR EN LA POSICION DE DISPENSADO$N====================================================================================================================================================================================","TON(TIEMPO_OFF_SECC_ROBOT,?,?)","109"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N=====================================================================================================================================================================================$NSECUENCIA DE BYPASS PAllets$N====================================================================================================================================================================================$NPASO 10$N====================================================================================================================================================================================$N1-  ACTIVA CILINDRO 4 (Centrador de Pallet)$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_10_Bypass.0)","0"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_BYPASS[0],?,?)","5"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTU(PALLET_LISTO_ENTREGAR_ROBOT)","6"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NVerifica la Ejecucion del Paso. $N====================================================================================================================================================================================","OTE(Verif_Paso_10_Bypass.0)","7"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPASO 20$N====================================================================================================================================================================================$N1-  ACTIVA CILINDRO 5 (1ra Posicion de descarga).$N2- Desactiva Cilindro 3 (Cilindro tope de dispensado).$N3- Activa Cilindros 9 y 10 Si estan Seleccionados (Segundo Tope Elevador)$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_20_Bypass.0)","9"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_BYPASS[1],?,?)","14"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(Sec_By_Pass_Disp_Driv.3)","15"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NVerifica la Ejecucion del Paso. $N====================================================================================================================================================================================","OTE(Verif_Paso_20_Bypass.0)","17"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPASO 30$N====================================================================================================================================================================================$N1-  ACTIVA CILINDRO 6 (Alimentador Pallet a Elevador).$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_30_Bypass.0)","19"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_BYPASS[2],?,?)","24"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(Sec_By_Pass_Disp_Driv.5)","25"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NVerifica la Ejecucion del Paso. $N====================================================================================================================================================================================","OTE(Verif_Paso_30_Bypass.0)","26"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPASO 40$N====================================================================================================================================================================================$N1-  DESACTIVA CILINDRO 6 (Alimentador Pallet a Elevador).$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_40_Bypass.0)","28"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_BYPASS[3],?,?)","33"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(Sec_By_Pass_Disp_Driv.7)","34"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NVerifica la Ejecucion del Paso. $N====================================================================================================================================================================================","OTE(Verif_Paso_40_Bypass.0)","35"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPASO 50$N====================================================================================================================================================================================$N1-  DESACTIVA CILINDRO 5 (primer Posicion de Descarga).$N2- Desactiva cilindro 4 (Centrador de Pallet).$N3- Activa Cilindro 3 (Cilindro de Tope de Dispensado).$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_50_Bypass.0)","37"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_BYPASS[4],?,?)","42"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTE(Sec_By_Pass_Disp_Driv.11)","43"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NVerifica la Ejecucion del Paso. $N====================================================================================================================================================================================","OTE(Verif_Paso_50_Bypass.0)","44"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPASO 60$N====================================================================================================================================================================================$N1-  Enciende Bit de Pallet Entregado en Elevador$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_60_Bypass.0)","46"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NESPERA UN TIEMPO ACTIVAR DRIVER $N=====================================================================================================================================================================================","TON(TIEMPOS_SEC_BYPASS[5],?,?)","51"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO $N====================================================================================================================================================================================","OTL(DRIVER_PALLET_EN_ELEVADOR)","52"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","=====================================================================================================================================================================================$NVerifica la Ejecucion del Paso. $N====================================================================================================================================================================================","OTE(Verif_Paso_60_Bypass.0)","53"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPASO 00$N====================================================================================================================================================================================$N1-  Termina Secuencia de Alimenacion Pallet Directo.$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Bit_0_Paso_00_Bypass.0)","55"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NEnciende un Bit cuando la Secuencia esta en funcionamiento.$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Sec_By_Pass_Disp_ON)","60"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NApaga los drivers dela Secuencia en Automatico.$N===================================================================================================================================================================================$N######################################################################################################################################################################################","MOVE(00,Sec_By_Pass_Disp_Driv)","61"
RCOMMENT,"MainProgram","R34_BYPASS_DISPENSADO","######################################################################################################################################################################################$N====================================================================================================================================================================================$NPermiso para activar el bypass$N===================================================================================================================================================================================$N######################################################################################################################################################################################","OTE(Permiso_Bypass)","62"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","########################################################################################################################################################################################################################$N=========================================================================================================================================================================================================================$NSECUENCIA DE PRUEBA DE MEZCLADO PARA CALIDAD$N==========================================================================================================================================================================================================================$NPASO 1 $N==========================================================================================================================================================================================================================$NTRANSFIERE EL PROGRAMA 255 AL ROBOT$N2- Carga el Programa Cero a la Graco Para Asegurrar el Cambio.$N==========================================================================================================================================================================================================================$N#########################################################################################################################################################################################################################$N","OTE(BIT_0_SEC_MEZCLADO_AR)","0"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","=====================================================================================================================================================================================$NESPERA UN TIEMPO PARA ACTIVAR EL TRIGER$N======================================================================================================================================================================================$N","TON(TIMER_MEZCLADO[0],?,?)","4"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","======================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO ACTUAL $N======================================================================================================================================================================================","MOVE(6,PROG_GRACO)","5"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","#######################################################################################################################################################################################$N========================================================================================================================================================================================$NPASO 2 $N========================================================================================================================================================================================$NUNA VEZ EN SECUENCIA EL ROBOT BORRA  EL PROGRAMA CARGADO $N========================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_SEC_MEZCLADO_PASO_2)","7"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","=====================================================================================================================================================================================$NESPERA UN TIEMPO PARA ACTIVAR EL TRIGER$N======================================================================================================================================================================================$N","TON(TIMER_MEZCLADO[1],?,?)","11"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","======================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO ACTUAL $N======================================================================================================================================================================================","MOVE(0,MODELO_ROBOT)","12"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","#######################################################################################################################################################################################$N=======================================================================================================================================================================================$NPASO 3 $N=======================================================================================================================================================================================$N1- ESPERA SENAL DEL ROBOT QUE ESTA EN POSICION PARA DISPENSADO$N2- CARGA EL VALOR DEL PROGRAMA DE LA GRACO$N========================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_SEC_MEZCLADO_PASO_3)","14"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","=====================================================================================================================================================================================$NESPERA UN TIEMPO PARA ACTIVAR EL TRIGER$N======================================================================================================================================================================================$N","TON(TIMER_MEZCLADO[2],?,?)","18"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","======================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO ACTUAL $N======================================================================================================================================================================================","MOVE(HMI_PROG_CALIDAD,PROG_GRACO)","19"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","#######################################################################################################################################################################################$N======================================================================================================================================================================================$NPASO 4  $N=======================================================================================================================================================================================$N1- ACTIVA REELEVADOR BY PASS SEGURIDAD INTERLOCK ROBOT ARRIBA$N=======================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_SEC_MEZCLADO_PASO_4)","21"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","=====================================================================================================================================================================================$NESPERA UN TIEMPO PARA ACTIVAR EL TRIGER$N======================================================================================================================================================================================$N","TON(TIMER_MEZCLADO[3],?,?)","25"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","======================================================================================================================================================================================$NACTIVA EL DRIVER DEL PASO ACTUAL $N======================================================================================================================================================================================","OTE(DRIVER_ACT_REL_SEG)","26"
RCOMMENT,"MainProgram","R35_PRUEBA_CALIDAD","#######################################################################################################################################################################################$N=======================================================================================================================================================================================$NPASO 5  $N=======================================================================================================================================================================================$N1- DESACTIVA BOBINAS DE SEGURIDAD DE INTERLOCKS DE ROBOT.$N=======================================================================================================================================================================================$N######################################################################################################################################################################################$N","OTE(BIT_0_SEC_MEZCLADO_PASO_5)","27"
